epoch,loss,val_loss,mae,val_mae
1,1999.8671875,301.1601867675781,33.95973587036133,12.960762977600098
2,364.7246398925781,309.1891174316406,14.605520248413086,13.472916603088379
3,335.5691833496094,356.0951843261719,13.850733757019043,13.982906341552734
4,311.23126220703125,245.56460571289062,13.199777603149414,11.69837760925293
5,302.54852294921875,268.25604248046875,12.98430061340332,11.672708511352539
6,302.78436279296875,247.53726196289062,12.943320274353027,11.439196586608887
7,291.0059814453125,241.4226837158203,12.68197250366211,10.860771179199219
8,288.9542541503906,233.92738342285156,12.579221725463867,10.864696502685547
9,288.0303039550781,231.6551055908203,12.560863494873047,11.023815155029297
10,284.5192565917969,231.479736328125,12.464045524597168,10.851921081542969
11,284.2544860839844,231.7025604248047,12.495888710021973,10.921320915222168
12,282.8350830078125,227.55914306640625,12.442010879516602,10.775713920593262
13,275.40875244140625,227.09068298339844,12.28203010559082,10.880887031555176
14,275.9129943847656,228.7367706298828,12.277674674987793,10.807262420654297
15,277.5213928222656,226.00929260253906,12.306245803833008,10.655259132385254
16,276.44342041015625,225.5460968017578,12.267548561096191,10.706047058105469
17,274.57562255859375,225.43048095703125,12.231568336486816,10.784514427185059
18,276.5328063964844,223.50323486328125,12.295207977294922,10.733670234680176
19,272.8645324707031,224.104736328125,12.167014122009277,10.677240371704102
20,272.4483947753906,223.7166290283203,12.193140983581543,10.648000717163086
21,274.0614318847656,224.1275634765625,12.204771041870117,10.725639343261719
22,270.64105224609375,223.5661163330078,12.116155624389648,10.685201644897461
23,271.87652587890625,224.02102661132812,12.168984413146973,10.692231178283691
24,273.17340087890625,223.7679443359375,12.195184707641602,10.680908203125
