epoch,loss,val_loss,mae,val_mae
1,2631.291748046875,431.1918029785156,40.73509216308594,15.73109245300293
2,380.37774658203125,367.6054382324219,14.99243450164795,15.005746841430664
3,357.7923278808594,757.1162109375,14.432106018066406,21.73597526550293
4,327.2839050292969,280.75225830078125,13.761841773986816,11.896219253540039
5,309.967041015625,230.33145141601562,13.350422859191895,11.104777336120605
6,288.9865417480469,321.5008239746094,12.85700511932373,12.882179260253906
7,268.64373779296875,271.121337890625,12.383353233337402,11.499273300170898
8,253.10842895507812,194.0287628173828,11.982768058776855,9.786705017089844
9,242.47154235839844,144.09934997558594,11.728164672851562,8.096138954162598
10,230.6727294921875,122.85655212402344,11.411192893981934,7.5663933753967285
11,219.16903686523438,138.02320861816406,11.143327713012695,8.02002239227295
12,215.0807647705078,112.42643737792969,11.036643981933594,7.194236755371094
13,206.97569274902344,105.77674102783203,10.824075698852539,6.971926689147949
14,201.23655700683594,102.62533569335938,10.68714714050293,6.916792869567871
15,203.6327667236328,90.54173278808594,10.714179039001465,6.391693115234375
16,198.17608642578125,88.81021118164062,10.630327224731445,6.379799842834473
17,197.77987670898438,89.1156997680664,10.614447593688965,6.283107280731201
18,198.93565368652344,85.6363296508789,10.618949890136719,6.33930778503418
19,195.86196899414062,82.42117309570312,10.534602165222168,6.163344383239746
20,196.54653930664062,81.73328399658203,10.5541353225708,6.140527725219727
21,195.6160430908203,81.41425323486328,10.535364151000977,6.124279975891113
22,195.32070922851562,81.32830047607422,10.495105743408203,6.083279609680176
23,190.1954803466797,80.7148208618164,10.397720336914062,6.096255302429199
24,192.6076202392578,80.38695526123047,10.459019660949707,6.029054164886475
25,191.8397674560547,79.53109741210938,10.389697074890137,6.036673069000244
26,189.97042846679688,79.16339111328125,10.379033088684082,5.994500637054443
27,188.1959228515625,79.77925109863281,10.317845344543457,6.051733016967773
28,190.60523986816406,79.12984466552734,10.388611793518066,6.0005269050598145
29,196.2420654296875,79.06871795654297,10.577136039733887,6.019240379333496
30,192.0962371826172,78.58377075195312,10.44528579711914,5.967492580413818
31,189.44955444335938,78.77735900878906,10.365861892700195,6.004506587982178
32,190.52040100097656,78.63800048828125,10.394942283630371,5.977734565734863
33,191.6599884033203,78.50853729248047,10.41436767578125,5.965228080749512
34,192.50502014160156,80.17597198486328,10.438788414001465,6.111387252807617
35,190.948486328125,78.72761535644531,10.4095458984375,5.998902320861816
36,187.55055236816406,79.56275177001953,10.320005416870117,6.061070442199707
37,186.56300354003906,79.71253967285156,10.284290313720703,6.058634281158447
38,185.4549102783203,78.61347961425781,10.228883743286133,5.994225025177002
39,189.46810913085938,78.83332061767578,10.363499641418457,6.014418601989746
