epoch,loss,val_loss,mae,val_mae
1,2622.6259765625,307.5031433105469,40.80040740966797,12.429216384887695
2,401.18646240234375,484.272705078125,15.372544288635254,17.26354217529297
3,377.2695617675781,333.8170166015625,14.862320899963379,14.518467903137207
4,365.5365295410156,457.5592956542969,14.571142196655273,16.24003791809082
5,345.8339538574219,287.4425964355469,14.111751556396484,12.740326881408691
6,340.39190673828125,245.75924682617188,14.014427185058594,11.245097160339355
7,331.81573486328125,251.9101104736328,13.78285026550293,11.0035982131958
8,332.6245422363281,247.43911743164062,13.812053680419922,10.721595764160156
9,322.78936767578125,250.3283233642578,13.537402153015137,11.772308349609375
10,313.55438232421875,245.1717529296875,13.346597671508789,10.567130088806152
11,309.2626647949219,231.46229553222656,13.23655891418457,10.442742347717285
12,298.99774169921875,223.7315673828125,12.989611625671387,10.437128067016602
13,301.6567077636719,254.3530731201172,13.074360847473145,11.357823371887207
14,293.9334411621094,230.02880859375,12.859076499938965,10.538750648498535
15,290.85101318359375,207.76947021484375,12.842394828796387,10.10480785369873
16,287.2106018066406,228.78488159179688,12.749963760375977,10.678247451782227
17,277.7581481933594,215.18446350097656,12.572590827941895,10.429697036743164
18,270.70306396484375,243.59249877929688,12.33173656463623,10.730401992797852
19,258.73858642578125,179.59054565429688,12.083320617675781,9.0501708984375
20,257.0796813964844,164.8660125732422,12.065505027770996,8.799017906188965
21,245.3330078125,172.91946411132812,11.784461975097656,8.906524658203125
22,244.66783142089844,163.25918579101562,11.764948844909668,8.830846786499023
23,231.72402954101562,149.65846252441406,11.464460372924805,8.333948135375977
24,227.05941772460938,156.85699462890625,11.309463500976562,8.700403213500977
25,224.08265686035156,172.0458221435547,11.249693870544434,8.966489791870117
26,216.23268127441406,145.66184997558594,11.068479537963867,8.269089698791504
27,216.83583068847656,140.9700469970703,11.053217887878418,8.040324211120605
28,209.64720153808594,144.0552215576172,10.938017845153809,8.128472328186035
29,204.07200622558594,124.88485717773438,10.764793395996094,7.6010823249816895
30,202.29991149902344,117.75316619873047,10.714454650878906,7.304969787597656
31,195.24142456054688,113.97824096679688,10.519614219665527,7.080483436584473
32,194.1792755126953,110.4974365234375,10.500237464904785,6.902621746063232
33,187.73240661621094,103.48564147949219,10.302162170410156,6.778078079223633
34,181.1740264892578,92.02543640136719,10.14957332611084,6.396529674530029
35,181.23297119140625,112.94615936279297,10.140929222106934,6.9646100997924805
36,178.5718536376953,99.82780456542969,10.10887336730957,6.70623254776001
37,170.6834716796875,112.25505828857422,9.870942115783691,7.1147661209106445
38,161.8095245361328,73.03984069824219,9.579238891601562,5.63775634765625
39,164.8389129638672,74.49632263183594,9.686929702758789,5.602509498596191
40,161.64285278320312,68.76713562011719,9.60411548614502,5.372794151306152
