epoch,loss,val_loss,mae,val_mae
1,5994.31787109375,2128.155517578125,73.386962890625,43.52263259887695
2,683.7880249023438,615.4939575195312,20.215373992919922,18.836647033691406
3,311.509033203125,188.33126831054688,13.352036476135254,9.868876457214355
4,280.2673645019531,166.64944458007812,12.673439979553223,8.477442741394043
5,273.2617492675781,180.56430053710938,12.505544662475586,9.597599029541016
6,259.5844421386719,162.65013122558594,12.1658935546875,8.496809005737305
7,251.10870361328125,146.08126831054688,11.931888580322266,7.985100269317627
8,250.13992309570312,275.73883056640625,11.893463134765625,11.516758918762207
9,250.0082550048828,509.9422607421875,11.928443908691406,16.855762481689453
10,237.50106811523438,134.53115844726562,11.606132507324219,7.521234512329102
11,232.7404022216797,169.00804138183594,11.508148193359375,8.703622817993164
12,232.0128173828125,150.90240478515625,11.493630409240723,7.701297283172607
13,232.8722381591797,130.2619171142578,11.483902931213379,7.240434169769287
14,231.108154296875,129.9033966064453,11.442137718200684,7.407281398773193
15,225.07675170898438,125.57247161865234,11.294068336486816,7.234954833984375
16,226.24346923828125,129.5565185546875,11.317480087280273,7.315623760223389
17,228.9063262939453,121.53955841064453,11.430561065673828,7.033579349517822
18,234.5522003173828,125.452880859375,11.555286407470703,7.301259517669678
19,225.82171630859375,122.18490600585938,11.326186180114746,7.004570007324219
20,228.2071990966797,121.94579315185547,11.403429985046387,7.005852222442627
21,221.438720703125,120.89479064941406,11.212023735046387,7.0441741943359375
22,225.12818908691406,120.35810089111328,11.377241134643555,6.965804100036621
23,227.32113647460938,120.59983825683594,11.387520790100098,6.96403169631958
24,225.91265869140625,119.45674896240234,11.335653305053711,6.95287561416626
25,229.77125549316406,119.59864807128906,11.415316581726074,6.981396675109863
26,225.70736694335938,122.12305450439453,11.326075553894043,7.033169269561768
27,227.79620361328125,119.32759857177734,11.418107032775879,6.988214015960693
28,220.19424438476562,120.11914825439453,11.200213432312012,6.944634914398193
29,225.80059814453125,119.58417510986328,11.339791297912598,6.949573040008545
30,223.4860076904297,119.1960220336914,11.259663581848145,6.962284088134766
31,212.71620178222656,119.30510711669922,10.980504035949707,6.975049018859863
32,218.41159057617188,120.8333969116211,11.134632110595703,6.973641395568848
33,220.54444885253906,119.15257263183594,11.239046096801758,6.973860263824463
34,221.06031799316406,119.32640075683594,11.185362815856934,6.953279495239258
35,221.19088745117188,119.15572357177734,11.248918533325195,6.954574108123779
36,223.2247772216797,119.23982238769531,11.265076637268066,6.943660259246826
37,226.951416015625,119.7075424194336,11.402702331542969,6.949601650238037
38,221.8131866455078,119.23242950439453,11.196675300598145,6.952127933502197
39,228.02484130859375,120.47325897216797,11.367379188537598,6.956044673919678
