epoch,loss,val_loss,mae,val_mae
1,4002.56005859375,1783.9283447265625,53.53411102294922,37.725528717041016
2,953.8072509765625,259.6950988769531,24.78346061706543,13.054912567138672
3,289.8057861328125,232.9358673095703,13.035680770874023,11.212231636047363
4,250.93592834472656,191.23709106445312,11.869729995727539,10.159380912780762
5,244.45738220214844,190.5034637451172,11.654727935791016,10.254313468933105
6,237.32864379882812,182.30593872070312,11.468301773071289,9.64673900604248
7,234.41587829589844,181.28208923339844,11.299899101257324,9.783401489257812
8,230.55015563964844,179.05015563964844,11.160181999206543,9.525737762451172
9,224.19508361816406,172.4573211669922,11.0222806930542,9.534146308898926
10,220.2906494140625,177.89540100097656,10.921300888061523,9.392515182495117
11,222.19752502441406,172.93875122070312,10.924416542053223,9.1571044921875
12,217.4220733642578,170.3207244873047,10.852784156799316,9.126140594482422
13,213.41038513183594,167.87857055664062,10.723393440246582,9.050566673278809
14,215.9586181640625,169.0673065185547,10.78675365447998,8.996241569519043
15,215.5594482421875,166.57298278808594,10.749496459960938,9.100297927856445
16,214.08680725097656,169.07916259765625,10.70722770690918,9.009273529052734
17,213.60025024414062,165.7940673828125,10.695114135742188,9.021713256835938
18,213.15045166015625,166.0601806640625,10.67326831817627,9.11005687713623
19,211.68109130859375,172.155517578125,10.680723190307617,9.006832122802734
20,211.33694458007812,167.42088317871094,10.634891510009766,9.003986358642578
21,214.1693878173828,165.8260040283203,10.730417251586914,9.009525299072266
22,211.78839111328125,167.05166625976562,10.64521598815918,8.981456756591797
23,214.07373046875,166.37091064453125,10.692286491394043,8.983504295349121
