epoch,loss,val_loss,mae,val_mae
1,2194.767822265625,321.8434143066406,35.95119094848633,12.358543395996094
2,381.4914245605469,281.2572937011719,14.478015899658203,11.667473793029785
3,352.9892578125,267.8840637207031,13.912923812866211,10.15161418914795
4,326.77789306640625,287.6024475097656,13.320838928222656,11.389385223388672
5,322.3468933105469,264.424560546875,13.232227325439453,10.477409362792969
6,305.3699645996094,240.09864807128906,12.76877212524414,10.413881301879883
7,283.86767578125,225.85443115234375,12.214937210083008,9.984447479248047
8,281.4297180175781,216.78257751464844,12.154770851135254,9.417420387268066
9,277.7390441894531,213.4571533203125,12.06518268585205,9.484806060791016
10,273.757080078125,205.60479736328125,11.97668170928955,9.321744918823242
11,269.0843200683594,208.7774658203125,11.833874702453613,9.212960243225098
12,269.68359375,212.2314453125,11.868651390075684,9.440568923950195
13,266.9318542480469,207.8125762939453,11.820669174194336,9.238889694213867
14,264.7675476074219,205.19725036621094,11.745210647583008,9.14968490600586
15,265.8042297363281,201.9219207763672,11.766766548156738,9.23365592956543
16,264.3811340332031,201.1624298095703,11.739429473876953,9.064043998718262
17,265.59417724609375,201.67263793945312,11.763720512390137,9.105664253234863
18,263.0359802246094,201.79415893554688,11.717757225036621,9.080374717712402
19,262.1972961425781,200.53671264648438,11.704684257507324,9.140731811523438
20,261.2080078125,200.24600219726562,11.632312774658203,9.166701316833496
21,261.1802062988281,200.53176879882812,11.662216186523438,9.110913276672363
22,260.6255187988281,199.9062957763672,11.639394760131836,9.130278587341309
23,260.279052734375,200.18048095703125,11.658754348754883,9.085705757141113
24,262.4656677246094,200.98902893066406,11.638206481933594,9.126099586486816
25,260.6713562011719,199.56820678710938,11.632275581359863,9.110163688659668
26,260.2117614746094,199.4275665283203,11.607484817504883,9.091963768005371
27,259.45050048828125,199.085205078125,11.597332000732422,9.10901927947998
28,258.8303527832031,199.63758850097656,11.59557819366455,9.082029342651367
29,258.87530517578125,199.27239990234375,11.616569519042969,9.091090202331543
30,260.5986633300781,199.4069061279297,11.658255577087402,9.117619514465332
31,259.7067565917969,199.524658203125,11.630402565002441,9.121192932128906
32,261.0859680175781,199.41372680664062,11.649698257446289,9.125578880310059
33,260.82452392578125,199.45599365234375,11.651045799255371,9.119659423828125
